,test,train
0.1,0.02407165544536838,1924.2637458150912
0.2,0.04081742148355261,1712.5594596818041
0.3,0.06252222753664682,1310.0197017728888
0.4,0.08011417289071687,1118.855929284753
0.5,0.10149578545497207,908.8652766025289
0.6,0.11717003094599932,711.4131935502337
0.7,0.14450504641717998,531.9897352214994
0.8,0.16600265095257782,311.6667440798101
0.9,0.17601551737425325,132.57590627031095
