,test,train
0.1,0.06737881651497446,6.734125962189864
0.2,0.12819846585625783,5.811826786666643
0.3,0.1916332998080179,4.659250078693731
0.4,0.26689318314311095,3.7255239055957645
0.5,0.31850117933936417,2.8956026268424466
0.6,0.38875169135280885,1.9702851051988546
0.7,0.4589033291267697,1.4182026660710108
0.8,0.5054000139061827,0.8389620098168962
0.9,0.5481141851632856,0.3917667161440477
