,test,train
0.1,0.005674919972079806,0.6663812855404103
0.2,0.00890711035754066,0.6190067408169853
0.3,0.008564755189581774,0.5233184740936849
0.4,0.01333805477770511,0.46940213548077736
0.5,0.014963475303375162,0.4468281560984906
0.6,0.018874499743105844,0.3623745038348716
0.7,0.020104678929783404,0.2766007403115509
0.8,0.0013494924933183938,0.00910000450676307
0.9,0.001955256739165634,0.0077367156045511365
