,0,1,2,3,4
10,1.0,1.0,1.0,1.0,1.0
20,1.0,1.0,1.0,1.0,1.0
30,1.0,1.0,1.0,1.0,1.0
50,1.0,1.0,1.0,1.0,1.0
80,1.0,1.0,1.0,1.0,1.0
130,1.0,1.0,1.0,1.0,1.0
210,1.0,1.0,1.0,1.0,1.0
340,1.0,1.0,1.0,1.0,1.0
550,1.0,0.9982993197278911,0.9983948635634029,0.9983948635634029,0.9983948635634029
890,0.9966249999999999,0.9988925802879292,0.9977678571428571,1.0,1.0
1212,0.9966326530612245,0.9983857434700131,0.9983766233766231,0.9975556586270872,0.9934365470326061
