,test,train
0.1,0.0005033131747040898,0.12919308422715403
0.2,0.000660694349789992,0.11866668505535927
0.3,0.0009304906707257032,0.09997383793233894
0.4,0.0011673288972815499,0.1609613434993662
0.5,0.001362011447781697,0.11828038581006695
0.6,0.0015766221476951614,0.08523851424979512
0.7,0.0020589852501871064,0.07380819527315907
0.8,0.002380134814302437,0.14621452281426173
0.9,0.002661683611222543,0.047955015557818115
