,test,train
0.1,0.0025083902291953564,0.03678759466856718
0.2,0.004611575073795393,0.034380633529508486
0.3,0.0066887000284623355,0.02586033340776339
0.4,0.008068084716796875,0.01994883068255149
0.5,0.009117122244788334,0.014582541334675625
0.6,0.009981696784961969,0.011223883921047673
0.7,0.010586183547275141,0.0077594541071448475
0.8,0.009392539301188663,0.004855822509853169
0.9,0.007491190743166953,0.002169611951103434
