,test,train
0.1,0.008386679430259392,0.0024557595315854996
0.2,0.01549335932941176,0.002231440244941041
0.3,0.019632790877949446,0.0017477997171226889
0.4,0.021277373074553907,0.0017930212779901922
0.5,0.0230555759917479,0.0014266501530073583
0.6,0.021835360879777,0.0011675843852572143
0.7,0.01972987668705173,0.0010066263494081795
0.8,0.018875010719057173,0.0009113289706874639
0.9,0.01069859869312495,0.0006486863712780178
