,0,1,2,3,4
10,0.6666666666666666,0.6,0.6,0.6,0.6
20,0.6833333333333335,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337
30,0.6666666666666666,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285
50,0.45833333333333337,0.7440476190476188,0.7440476190476188,0.7440476190476188,0.7440476190476188
80,0.7673160173160174,0.7691609977324263,0.7691609977324263,0.7691609977324263,0.7691609977324263
130,0.909599395313681,0.797621440920866,0.797621440920866,0.797621440920866,0.797621440920866
210,0.5874595203935232,0.8753028510254678,0.8753028510254678,0.8753028510254678,0.8753028510254678
340,0.9103940150703943,0.8101575020723956,0.8383979453850506,0.8383979453850506,0.8383979453850506
550,0.897328636833239,0.9154401885494322,0.9601359398615533,0.9601359398615533,0.9601359398615533
890,0.9324212175020101,0.910610903668029,0.9643425143917013,0.9597654436465557,0.8829295306118251
1212,0.9484063724579123,0.9708767606020354,0.9630251974226537,0.9734691848465155,0.9310025276297297
