,test,train
0.1,0.00015916964034559493,0.012699335703078872
0.2,0.00017858680353382075,0.011681467569632885
0.3,0.00019544907682886303,0.010395846975380825
0.4,0.00021001194922003197,0.008634505883017209
0.5,0.0003042873862786552,0.007371623808814523
0.6,0.0003076087431398075,0.006045124976271465
0.7,0.00031655085776595426,0.004858123131896444
0.8,0.0003403113337726027,0.0031859476968050943
0.9,0.0003515528493026332,0.001815760247088516
