,test,train
0.1,0.02716511531616561,5.833361692610197
0.2,0.054767372232163325,4.930166956910398
0.3,0.08316879847552627,3.867327667598147
0.4,0.11386553719057702,3.058792344731046
0.5,0.13726193542242981,2.2326359507569578
0.6,0.1668685029144399,1.5148620461986866
0.7,0.1940744964813348,1.0821943636983633
0.8,0.22392709981068037,0.6600763298920356
0.9,0.24331564328167588,0.28390593512449414
