mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_MLP__hidden_layer_sizes,param_MLP__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.26660876274108886,0.0030080318450927735,0.11457426163225741,0.11476291086417845,"(10,)",0.00587801607227,"{'MLP__hidden_layer_sizes': (10,), 'MLP__learning_rate_init': 0.0058780160722749115}",31,0.11594479301154424,0.1146222820376977,0.11412327195028955,0.11585861175863436,0.11377966280851962,0.11408494347699548,0.11666567216036978,0.11485342978129,0.11235612369083561,0.11439528726627465,0.0314643123298249,0.00044835409937339437,0.0015494034147671848,0.0006038737416254042
0.32265820503234866,0.003007984161376953,0.11735032863023069,0.12025604651313582,"(10,)",0.0170125427985,"{'MLP__hidden_layer_sizes': (10,), 'MLP__learning_rate_init': 0.017012542798525893}",11,0.11512031227585373,0.11460202575136308,0.12790386310563462,0.14261638931372655,0.1144746955385928,0.11468412714098561,0.11691485263682644,0.1140798822574396,0.11233398233452264,0.1152978081021643,0.21645667325148424,0.00044846073606595604,0.005476867640757145,0.011186852099474658
0.2440487861633301,0.0030081748962402345,0.11548438833051154,0.11625135353079771,"(10,)",0.0492388263171,"{'MLP__hidden_layer_sizes': (10,), 'MLP__learning_rate_init': 0.049238826317067413}",18,0.11580394421919712,0.11452936510107506,0.11642248326331815,0.12145135068190376,0.11615677806392267,0.11524429028857391,0.1150032478813239,0.11424067028206875,0.11403355813485143,0.11579109130036717,0.05028794625958815,0.0003169589854998476,0.0008682421984551915,0.002656090335245702
0.24124155044555665,0.0031084060668945313,0.10733747556748258,0.10710307449891925,"(10,)",0.14251026703,"{'MLP__hidden_layer_sizes': (10,), 'MLP__learning_rate_init': 0.14251026703029993}",89,0.11043124797088648,0.10899712961401091,0.10499643253527827,0.104930931197001,0.11249672913869221,0.11066288748131659,0.10502145112316266,0.10599067194878252,0.10373467249495678,0.10493375225348525,0.021664176840701908,0.00037527289141589374,0.003464549414878974,0.0023204016122560897
0.14488520622253417,0.002606964111328125,0.10156538650759675,0.10185921018523339,"(10,)",0.41246263829,"{'MLP__hidden_layer_sizes': (10,), 'MLP__learning_rate_init': 0.41246263829013563}",126,0.10652637025494746,0.10698904556385917,0.10066351068729379,0.10112482986902649,0.10000000000000002,0.09999999999999999,0.09992273063734006,0.10007579683225266,0.10070950578301245,0.10110637866102865,0.03753336014359968,0.0004911278657744492,0.0025029859691210153,0.002609923618228506
0.1367635726928711,0.002807426452636719,0.1,0.10000035776822247,"(10,)",1.19377664171,"{'MLP__hidden_layer_sizes': (10,), 'MLP__learning_rate_init': 1.1937766417144382}",173,0.1,0.1,0.1,0.09999999999999999,0.10000000000000002,0.09999999999999999,0.09999999999999999,0.1000017888411124,0.09999999999999999,0.10000000000000002,0.006570209309410843,0.0005112677584567754,1.0747897164823705e-17,7.155364449576429e-07
0.14007234573364258,0.002506589889526367,0.10000143670513553,0.1000037890407319,"(10,)",3.45510729459,"{'MLP__hidden_layer_sizes': (10,), 'MLP__learning_rate_init': 3.4551072945922181}",171,0.10004716981132075,0.10001894520365953,0.1,0.09999999999999999,0.09995998399359744,0.09999999999999999,0.09999999999999999,0.1,0.09999999999999999,0.10000000000000002,0.013928153020246298,0.00044824748803732445,2.7633496591935444e-05,7.578081463811837e-06
0.1411756992340088,0.0027071952819824217,0.10001887169660438,0.10001193805090695,"(10,)",10.0,"{'MLP__hidden_layer_sizes': (10,), 'MLP__learning_rate_init': 10.0}",159,0.1,0.1,0.10004716981132075,0.10001358168362509,0.10004716981132075,0.10004610857090973,0.09999999999999999,0.1,0.09999999999999999,0.10000000000000002,0.01170418124977052,0.000245807839173952,2.310916345096373e-05,1.787667275609559e-05
5.048930072784424,0.0031079769134521483,0.10202977847598424,0.10381137297310414,"(15,)",1e-05,"{'MLP__hidden_layer_sizes': (15,), 'MLP__learning_rate_init': 1.0000000000000001e-05}",122,0.09754590515451464,0.1050608821446864,0.09891226301841491,0.10386104834456474,0.11114361931465733,0.10075697968960992,0.09652733507560765,0.10571674003845498,0.10602315001810057,0.10366121464820462,0.26823823875757485,0.00020053422829406411,0.005641272641761852,0.0017056394882221048
2.3141550540924074,0.0031084537506103514,0.10362634198858965,0.10343370369080478,"(15,)",2.89426612472e-05,"{'MLP__hidden_layer_sizes': (15,), 'MLP__learning_rate_init': 2.8942661247167517e-05}",114,0.10141203651271831,0.10388789509620895,0.10216228000634214,0.10437142810863187,0.11420786388040817,0.10136814052616534,0.09838587851413204,0.10448155327418004,0.10196017125167807,0.10305950144883766,0.26431134116330096,0.0004912057252283516,0.005463832862858615,0.0011480578531520432
1.1711139678955078,0.003208494186401367,0.10393974120597556,0.10315282963849307,"(15,)",8.37677640068e-05,"{'MLP__hidden_layer_sizes': (15,), 'MLP__learning_rate_init': 8.3767764006829236e-05}",112,0.10111895701676897,0.10404868268799979,0.10490348969776589,0.10265702055978251,0.10944501931855166,0.10046426369797584,0.10092062329108568,0.10438983850930066,0.10330986828160026,0.10420434273740646,0.24912599068311314,0.0002455933847811724,0.003121351647542835,0.0014773379362214105
0.8677074432373046,0.0032085895538330076,0.1045449975099151,0.10582210837165276,"(15,)",0.000242446201708,"{'MLP__hidden_layer_sizes': (15,), 'MLP__learning_rate_init': 0.00024244620170823283}",109,0.10143193126307128,0.10278346392196683,0.108093369423241,0.1068031997403419,0.10920464412179967,0.11011921812835312,0.10145810988413372,0.10558440678058101,0.10253493970258794,0.1038202532870209,0.4147582472584723,0.0004009845096474564,0.0033932640803683287,0.0025583189188495407
0.5298089981079102,0.0031080722808837892,0.10695323908984102,0.10905444612011135,"(15,)",0.00070170382867,"{'MLP__hidden_layer_sizes': (15,), 'MLP__learning_rate_init': 0.00070170382867038299}",92,0.10110889638874418,0.10269055524599109,0.11165479399306892,0.11280268219901159,0.10911723179837975,0.10964452123332025,0.10206263123706512,0.10625486702544573,0.11082708545316669,0.11387960489678803,0.22351382088755067,0.0003753621827564577,0.004469444281695223,0.004147682961064834
0.5087527275085449,0.003108310699462891,0.11308598798472991,0.11486564139104453,"(15,)",0.0020309176209,"{'MLP__hidden_layer_sizes': (15,), 'MLP__learning_rate_init': 0.0020309176209047371}",53,0.11110395101436801,0.11234236827035486,0.11302875867328065,0.11527518114831631,0.1129704145809267,0.1155082033770327,0.1163668670785685,0.11625099257967231,0.1119619810997453,0.11495146157984654,0.11526438761235071,0.0003754257805685905,0.001787204109998074,0.0013322221271887564
0.429943323135376,0.003007936477661133,0.11481103688421877,0.11576267635610371,"(15,)",0.00587801607227,"{'MLP__hidden_layer_sizes': (15,), 'MLP__learning_rate_init': 0.0058780160722749115}",25,0.11521353824548687,0.11508139463227413,0.11313515972426708,0.115483827388071,0.11664652653514236,0.11610931413193948,0.11606398326208134,0.11552998695361363,0.1129946713387699,0.11660885867462033,0.10464665214973465,3.814697265625e-07,0.0014971139480393159,0.0005352061576691418
0.4069820404052734,0.003309154510498047,0.12035601945355844,0.1378786157670271,"(15,)",0.0170125427985,"{'MLP__hidden_layer_sizes': (15,), 'MLP__learning_rate_init': 0.017012542798525893}",3,0.11485920783407703,0.11467123699151678,0.1442841167341722,0.1813840540217459,0.11385699562844005,0.11378593166042329,0.1168587322688339,0.1638816802716177,0.11191380664701653,0.11567017588983174,0.12388782847086559,0.0004012108982558439,0.012071398011716293,0.02891759734222281
0.31002445220947267,0.0029079437255859373,0.11298675507149623,0.11436799380152392,"(15,)",0.0492388263171,"{'MLP__hidden_layer_sizes': (15,), 'MLP__learning_rate_init': 0.049238826317067413}",55,0.11312173926174245,0.11363079268748172,0.11298851616118145,0.11441913030823564,0.1120008380710775,0.1125906337528192,0.11590536580207561,0.11715740993506543,0.11091691663854913,0.11404200232401766,0.08118353247976777,0.0003754258108506965,0.001660491061853415,0.001522642569814975
0.26059279441833494,0.0028076171875,0.11254621734403045,0.1132529497731366,"(15,)",0.14251026703,"{'MLP__hidden_layer_sizes': (15,), 'MLP__learning_rate_init': 0.14251026703029993}",60,0.11247074301418682,0.1110358619936675,0.11308097171823484,0.11297153077160112,0.11517362734649954,0.11810804821219605,0.11188015581180201,0.11085568972318703,0.11012281273815654,0.11329361816503132,0.07993008366196336,0.00040107972112766484,0.0016436567644535975,0.0026197391242044486
0.17656941413879396,0.003108358383178711,0.10068533745883099,0.1011277752948689,"(15,)",0.41246263829,"{'MLP__hidden_layer_sizes': (15,), 'MLP__learning_rate_init': 0.41246263829013563}",141,0.1,0.1,0.1,0.10002358768722726,0.10014150943396227,0.10001715736364807,0.09999999999999999,0.1,0.10328777874094631,0.1055981314234691,0.02669879757936766,0.00020058168520980157,0.0013017247540652228,0.002235197557710068
0.20484476089477538,0.00240631103515625,0.10000943584830219,0.1000094350748909,"(15,)",1.19377664171,"{'MLP__hidden_layer_sizes': (15,), 'MLP__learning_rate_init': 1.1937766417144382}",164,0.1,0.1,0.1,0.09999999999999999,0.10004716981132075,0.10004717537445454,0.09999999999999999,0.1,0.09999999999999999,0.10000000000000002,0.03308146620078287,0.0005848193893690498,1.886933890955277e-05,1.8870149781813336e-05
0.1723581314086914,0.002506589889526367,0.1,0.1,"(15,)",3.45510729459,"{'MLP__hidden_layer_sizes': (15,), 'MLP__learning_rate_init': 3.4551072945922181}",173,0.1,0.1,0.1,0.09999999999999999,0.10000000000000002,0.09999999999999999,0.09999999999999999,0.1,0.09999999999999999,0.10000000000000002,0.024158504608854846,2.431401974483864e-07,1.0747897164823705e-17,1.0749688212373146e-17
0.1544106960296631,0.0032085895538330076,0.1,0.10000235849056605,"(15,)",10.0,"{'MLP__hidden_layer_sizes': (15,), 'MLP__learning_rate_init': 10.0}",173,0.1,0.1,0.1,0.09999999999999999,0.10000000000000002,0.09999999999999999,0.09999999999999999,0.1,0.09999999999999999,0.10001179245283019,0.021252971302931207,0.0009301227141003716,1.0747897164823705e-17,4.716981132077413e-06
4.339539623260498,0.003710031509399414,0.09912092120488218,0.09935990301000443,"(20,)",1e-05,"{'MLP__hidden_layer_sizes': (20,), 'MLP__learning_rate_init': 1.0000000000000001e-05}",240,0.10060233527373214,0.09977988326195389,0.09883425068140464,0.09843400202168712,0.10077111976866218,0.09943218201235637,0.09591042645437102,0.10063665397977913,0.09948402327336149,0.09851679377424562,0.38156865955586333,0.0004012585111267829,0.0017571073788435192,0.000822171092731669
1.8685688018798827,0.003709745407104492,0.100093690048531,0.1002911563509741,"(20,)",2.89426612472e-05,"{'MLP__hidden_layer_sizes': (20,), 'MLP__learning_rate_init': 2.8942661247167517e-05}",154,0.1007237234516448,0.10011685747148254,0.10144848505439913,0.09998363801864087,0.100762625805039,0.09982711764102925,0.09624340982219735,0.10164131481945715,0.10128871384035024,0.09988685380426064,0.06599525943431307,0.00024551527073025876,0.0019455760411682438,0.0006821536465834943
0.7753618240356446,0.00391092300415039,0.09976547823377166,0.10024354992412751,"(20,)",8.37677640068e-05,"{'MLP__hidden_layer_sizes': (20,), 'MLP__learning_rate_init': 8.3767764006829236e-05}",234,0.1002149161551413,0.09990030107225796,0.10090390873330465,0.0999214388876279,0.10111136907593227,0.09991466279697055,0.0957530930404701,0.10164131481945715,0.10084250505642835,0.09984003204432405,0.048074047059239934,0.00037496718683802934,0.0020279092857802563,0.0006994734331611368
0.5342201232910156,0.003409147262573242,0.10098457759283076,0.10142639676514317,"(20,)",0.000242446201708,"{'MLP__hidden_layer_sizes': (20,), 'MLP__learning_rate_init': 0.00024244620170823283}",134,0.1004208098333673,0.09971558002616171,0.10385457956767612,0.10117907517715016,0.10298449568506646,0.10449341547374469,0.09569319606628698,0.10160010893523186,0.10196795473188368,0.10014380421342749,0.21898491182612415,0.0003750562357149262,0.00288135034434263,0.001677491294339958
0.8711165428161621,0.0039103984832763675,0.10896142944828749,0.11026426248752039,"(20,)",0.00070170382867,"{'MLP__hidden_layer_sizes': (20,), 'MLP__learning_rate_init': 0.00070170382867038299}",86,0.09989054112210922,0.10030593423868922,0.11137736226566099,0.11583346398923208,0.11157587563327218,0.1118525083678583,0.11274094747496108,0.11248109843340116,0.10923039517031276,0.1108483074084212,0.40957003972044015,0.0005847212536740031,0.004677023342987728,0.005252852595211979
0.5167739868164063,0.0039103031158447266,0.113069692676337,0.11394939869102923,"(20,)",0.0020309176209,"{'MLP__hidden_layer_sizes': (20,), 'MLP__learning_rate_init': 0.0020309176209047371}",54,0.11109255022763824,0.11080951436766057,0.11214504669792447,0.11552584575866408,0.11339090353122379,0.11419714312370888,0.11574587972264601,0.11456478327617636,0.11297678066946243,0.11464970692893618,0.07566885186636092,0.0003752474250417815,0.001551663342117413,0.0016293904406759977
0.28415541648864745,0.003609752655029297,0.1137996397473986,0.11469551557412556,"(20,)",0.00587801607227,"{'MLP__hidden_layer_sizes': (20,), 'MLP__learning_rate_init': 0.0058780160722749115}",45,0.1160892092686131,0.11392151601846828,0.11289865002604814,0.11652059758086246,0.11148957696286062,0.11260626879724958,0.11526111455201897,0.11433499861146519,0.11325861066389685,0.11609419686258227,0.03770799207931321,0.0003752218721032938,0.0016627239869222835,0.0014409187045217981
0.2910743713378906,0.004010486602783203,0.11499134751133924,0.11538279688923733,"(20,)",0.0170125427985,"{'MLP__hidden_layer_sizes': (20,), 'MLP__learning_rate_init': 0.017012542798525893}",24,0.11537314925970389,0.1145894223643515,0.1145686010253158,0.11634222661206112,0.11532933928288296,0.11449216622791224,0.11453120987355922,0.11392381531017898,0.11515409590532265,0.11756635393168284,0.029362528996667768,0.00031673297240882714,0.0003679697243611788,0.0013593910482501274
0.2837545394897461,0.003308725357055664,0.11817452349325522,0.1166987271367442,"(20,)",0.0492388263171,"{'MLP__hidden_layer_sizes': (20,), 'MLP__learning_rate_init': 0.049238826317067413}",9,0.11258386373417292,0.1127142814760681,0.1196444512624947,0.11147811224770007,0.11331041850702547,0.12325265827658978,0.13338922939380662,0.12213866292109513,0.11195091042158879,0.11390992076226794,0.07979865751322418,0.0005111369480300949,0.008089535721984632,0.004969003577390714
0.21848092079162598,0.003208351135253906,0.11019993453452874,0.11145803178260405,"(20,)",0.14251026703,"{'MLP__hidden_layer_sizes': (20,), 'MLP__learning_rate_init': 0.14251026703029993}",77,0.10969151811668065,0.10952856258828578,0.11043326764668132,0.11193875490974867,0.11224824240009248,0.11453215045881507,0.1088379005090865,0.10948371762519003,0.10978782026951163,0.11180697333098068,0.04414183720270834,0.0005114080500213311,0.0011431229466820178,0.001866752706095437
0.1913090705871582,0.0029073715209960937,0.10081300408089781,0.10077072410314118,"(20,)",0.41246263829,"{'MLP__hidden_layer_sizes': (20,), 'MLP__learning_rate_init': 0.41246263829013563}",137,0.10061611437027643,0.10031560863632227,0.1026303351529291,0.10320484306151563,0.10000000000000002,0.09999999999999999,0.10004716981132074,0.10005896921806817,0.10077101794696729,0.10027419959979993,0.03469363941431311,0.000375400318509327,0.0009582573644773651,0.0012230463959852112
0.1788754940032959,0.003208780288696289,0.10002030925985325,0.10000886414617964,"(20,)",1.19377664171,"{'MLP__hidden_layer_sizes': (20,), 'MLP__learning_rate_init': 1.1937766417144382}",157,0.10005432361623895,0.10004432073089828,0.10004716981132075,0.09999999999999999,0.10000000000000002,0.09999999999999999,0.09999999999999999,0.1,0.09999999999999999,0.10000000000000002,0.028371155197676506,0.0002456517041084366,2.4966060654150205e-05,1.772829235931056e-05
0.16122856140136718,0.0031084537506103514,0.09998684769148053,0.10005564343326409,"(20,)",3.45510729459,"{'MLP__hidden_layer_sizes': (20,), 'MLP__learning_rate_init': 3.4551072945922181}",224,0.09995998399359744,0.10001179384361364,0.10004716981132075,0.10004717537445454,0.09992712179211308,0.10020745410463869,0.09999999999999999,0.10001179384361365,0.09999999999999999,0.10000000000000002,0.015864809385101344,0.00037513265646591816,4.068261572442996e-05,7.753702683704856e-05
0.17777280807495116,0.003108358383178711,0.10000943584830219,0.10001886903715507,"(20,)",10.0,"{'MLP__hidden_layer_sizes': (20,), 'MLP__learning_rate_init': 10.0}",164,0.1,0.10001179384361364,0.10004716981132075,0.09999999999999999,0.10000000000000002,0.10001179384361363,0.09999999999999999,0.10002358768722727,0.09999999999999999,0.10004716981132077,0.02457147433287431,0.0003753493165172404,1.8869338909551385e-05,1.59959792906777e-05
3.218759059906006,0.003810214996337891,0.10043095364848041,0.10038137562948912,"(25,)",1e-05,"{'MLP__hidden_layer_sizes': (25,), 'MLP__learning_rate_init': 1.0000000000000001e-05}",148,0.09819661951791478,0.10012651464146222,0.1002679511079024,0.09930841191016837,0.10390895981033924,0.10217679587009423,0.10076759928258898,0.09984091563329263,0.09901376384651978,0.10045424009242819,0.5757390096557204,0.0004009843111839143,0.00196172716523098,0.0009733596811065578
1.9430666446685791,0.004111146926879883,0.10268160285390808,0.10284652921687709,"(25,)",2.89426612472e-05,"{'MLP__hidden_layer_sizes': (25,), 'MLP__learning_rate_init': 2.8942661247167517e-05}",119,0.1009930399728892,0.10139092729219959,0.10484854319086127,0.10255533199622568,0.10431044115759511,0.10328221582082402,0.10238424702025771,0.10359398121044247,0.1008707674020292,0.1034101897646937,0.32462251629367767,0.0005846067042601327,0.0016473388486857507,0.0008086771045539168
1.377964401245117,0.004210948944091797,0.10564283214002586,0.10663959712340539,"(25,)",8.37677640068e-05,"{'MLP__hidden_layer_sizes': (25,), 'MLP__learning_rate_init': 8.3767764006829236e-05}",100,0.10234652351506641,0.10341618581244279,0.10836746019162384,0.10794121478194146,0.10465916555301365,0.10513766568704049,0.10763580675861442,0.1083297527995039,0.10520794171911386,0.10837316653609826,0.34442804264726934,0.000401020078398242,0.0021645578421354557,0.002010088364538634
0.9610573768615722,0.0036097049713134767,0.10853375872833868,0.1096292207615083,"(25,)",0.000242446201708,"{'MLP__hidden_layer_sizes': (25,), 'MLP__learning_rate_init': 0.00024244620170823283}",87,0.11002621803438357,0.10928959663803944,0.1091773879363066,0.10926826056714344,0.10910853020453466,0.10912673444377982,0.10887645965829265,0.11136197418204327,0.10547645289426444,0.10909953797653546,0.21228237796547028,0.0003754896098247179,0.001576770554882573,0.0008696122786316284
