mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_DT__class_weight,param_DT__max_depth,param_DT__min_samples_leaf,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.005815362930297852,0.0008021354675292969,0.8194186765615337,0.8277673325499413,balanced,5,1,"{'DT__class_weight': 'balanced', 'DT__max_depth': 5, 'DT__min_samples_leaf': 1}",361,0.8115501519756839,0.827639751552795,0.8416149068322981,0.8216216216216217,0.8136645962732919,0.8324324324324325,0.8198757763975155,0.8277992277992278,0.8105590062111802,0.8293436293436294,0.00040106774793767036,0.00040106774793767036,0.011531294267814364,0.0035223550510315614
0.006020212173461914,0.0004010200500488281,0.8194186765615337,0.8273031727379554,balanced,5,2,"{'DT__class_weight': 'balanced', 'DT__max_depth': 5, 'DT__min_samples_leaf': 2}",361,0.8115501519756839,0.8268633540372671,0.8416149068322981,0.8208494208494208,0.8136645962732919,0.8316602316602316,0.8198757763975155,0.8277992277992278,0.8105590062111802,0.8293436293436294,1.1765999151383884e-05,0.0004911472727697004,0.011531294267814364,0.003612142028322759
0.006020307540893555,0.0006092548370361328,0.8188002473716759,0.8266854121201949,balanced,5,3,"{'DT__class_weight': 'balanced', 'DT__max_depth': 5, 'DT__min_samples_leaf': 3}",364,0.8115501519756839,0.8268633540372671,0.8416149068322981,0.8208494208494208,0.8136645962732919,0.8308880308880309,0.8198757763975155,0.8262548262548263,0.8074534161490683,0.8285714285714286,1.5796917699315495e-05,0.0004976365792924698,0.01206097168094489,0.0033315138957521807
0.0060078144073486325,0.00020046234130859374,0.8188002473716759,0.8263765318113144,balanced,5,4,"{'DT__class_weight': 'balanced', 'DT__max_depth': 5, 'DT__min_samples_leaf': 4}",364,0.8115501519756839,0.8268633540372671,0.8416149068322981,0.8208494208494208,0.8136645962732919,0.8301158301158301,0.8198757763975155,0.8262548262548263,0.8074534161490683,0.8277992277992278,1.6177785474399354e-05,0.0004009246826171875,0.01206097168094489,0.0030596463649064038
0.005620193481445312,0.0005962371826171875,0.8194186765615337,0.8262220916568743,balanced,5,5,"{'DT__class_weight': 'balanced', 'DT__max_depth': 5, 'DT__min_samples_leaf': 5}",361,0.8115501519756839,0.8268633540372671,0.8416149068322981,0.8200772200772201,0.8136645962732919,0.8301158301158301,0.8198757763975155,0.8262548262548263,0.8105590062111802,0.8277992277992278,0.0004845713047859869,0.00048692973950259776,0.011531294267814364,0.003341266027215484
0.00662846565246582,0.0008025646209716796,0.8188002473716759,0.8257579318448884,balanced,5,6,"{'DT__class_weight': 'balanced', 'DT__max_depth': 5, 'DT__min_samples_leaf': 6}",364,0.8115501519756839,0.8260869565217391,0.8416149068322981,0.8193050193050193,0.8136645962732919,0.8301158301158301,0.8167701863354038,0.8254826254826255,0.8105590062111802,0.8277992277992278,0.0011976693225837173,0.0004012823494408075,0.01157339676204448,0.003605060265553352
0.006020832061767578,0.00019826889038085938,0.8175633889919605,0.8252937720329024,balanced,5,7,"{'DT__class_weight': 'balanced', 'DT__max_depth': 5, 'DT__min_samples_leaf': 7}",371,0.8115501519756839,0.8253105590062112,0.8416149068322981,0.8185328185328186,0.8136645962732919,0.8301158301158301,0.8105590062111802,0.8247104247104247,0.8105590062111802,0.8277992277992278,1.1492072295475995e-05,0.0003965377807617188,0.012046486631084272,0.0038879460100045707
0.0058196067810058595,0.000605630874633789,0.8169449598021027,0.8248296122209166,balanced,5,8,"{'DT__class_weight': 'balanced', 'DT__max_depth': 5, 'DT__min_samples_leaf': 8}",373,0.8085106382978723,0.8245341614906833,0.8416149068322981,0.8185328185328186,0.8136645962732919,0.8293436293436294,0.8105590062111802,0.8239382239382239,0.8105590062111802,0.8277992277992278,0.0003932538054592409,0.0004945485362945728,0.01241179407113057,0.003734339090711528
0.0060150146484375,0.00020184516906738282,0.8181818181818182,0.8246743327178111,balanced,5,9,"{'DT__class_weight': 'balanced', 'DT__max_depth': 5, 'DT__min_samples_leaf': 9}",369,0.8085106382978723,0.8237577639751553,0.8416149068322981,0.8185328185328186,0.8136645962732919,0.8293436293436294,0.8167701863354038,0.8239382239382239,0.8105590062111802,0.8277992277992278,2.484133964086744e-06,0.0004036903381347657,0.012016993100373907,0.0037594534477661365
0.005816364288330078,0.0005970954895019531,0.8188002473716759,0.8246743327178111,balanced,5,10,"{'DT__class_weight': 'balanced', 'DT__max_depth': 5, 'DT__min_samples_leaf': 10}",364,0.8115501519756839,0.8237577639751553,0.8416149068322981,0.8185328185328186,0.8136645962732919,0.8293436293436294,0.8167701863354038,0.8239382239382239,0.8105590062111802,0.8277992277992278,0.00039800494176336405,0.00048757429745419637,0.01157339676204448,0.0037594534477661365
0.0058155059814453125,0.00020055770874023439,0.8188002473716759,0.8245198925633709,balanced,5,11,"{'DT__class_weight': 'balanced', 'DT__max_depth': 5, 'DT__min_samples_leaf': 11}",364,0.8115501519756839,0.8237577639751553,0.8416149068322981,0.8185328185328186,0.8136645962732919,0.8285714285714286,0.8167701863354038,0.8239382239382239,0.8105590062111802,0.8277992277992278,0.00039143794374246266,0.00040111541748046877,0.01157339676204448,0.0035758416473745257
