,0,1,2,3,4
10,1.0,1.0,1.0,1.0,1.0
20,1.0,1.0,1.0,1.0,1.0
30,1.0,1.0,1.0,1.0,1.0
50,1.0,1.0,1.0,1.0,1.0
80,1.0,1.0,1.0,1.0,1.0
130,1.0,1.0,1.0,1.0,1.0
210,1.0,1.0,1.0,1.0,1.0
340,1.0,1.0,1.0,1.0,1.0
550,1.0,1.0,1.0,1.0,1.0
890,0.997677119628339,0.9976580796252927,0.9988290398126463,0.9987684729064039,0.9987684729064039
1212,0.9959029066171924,0.9958604033329309,0.996647747856539,0.9975220384011594,0.9982993197278912
