,test,train
0.1,0.00016427936498075724,0.25036177231231704
0.2,0.0002680078614503145,0.18321212937007658
0.3,0.00028819151339121163,0.18959475369774736
0.4,0.0002848701551556587,0.15322335044038482
0.5,0.00029049089062027633,0.12585742081864737
0.6,0.0003712254110723734,0.11506122536957264
0.7,0.00039498586556874216,0.07925215325667523
0.8,0.00039396394276991487,0.051970790460472926
0.9,0.0004167024453636259,0.022940861468669027
