,test,train
0.1,33.958581413084175,21.473020880599506
0.2,63.14933455354185,15.330745997023769
0.3,87.33317569666542,10.765261886350345
0.4,108.09338171270792,7.451516122353496
0.5,124.32679281689343,4.923374017380411
0.6,185.74666510306997,3.1182632680574898
0.7,178.05892187761492,1.8001440446532797
0.8,220.55198049903265,0.8192461850412656
0.9,200.4578060041822,0.22915082634426653
