mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_KNN__metric,param_KNN__n_neighbors,param_KNN__weights,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.022659969329833985,1.3912405014038085,0.11345606593908172,0.12189969528423084,manhattan,46,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 46, 'KNN__weights': 'uniform'}",41,0.11401060424169666,0.12157801462337481,0.1134544006281758,0.1218153335685808,0.11373607933739534,0.12146904488960625,0.1123502575645422,0.12231088182374004,0.11372826434814677,0.12232520151585229,0.003224389249804566,0.038779572984698286,0.0005800931906329326,0.00035949548883087415
0.022079992294311523,1.4365526676177978,0.11455492404669762,1.0,manhattan,46,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 46, 'KNN__weights': 'distance'}",16,0.11442843175005853,1.0,0.11489408971135624,1.0,0.11462269813585811,1.0,0.11443411332839855,1.0,0.11439513101750866,1.0,0.0017755255749607563,0.06526592826662943,0.0001874921195352195,0.0
0.02155752182006836,1.4533457279205322,0.1132459774750004,0.12132729989322737,manhattan,49,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 49, 'KNN__weights': 'uniform'}",44,0.11417491524911853,0.12076925716699038,0.11264401987209978,0.12122598715497726,0.11366744811132001,0.12124672019864825,0.11249331540704262,0.12198450209890888,0.11324918358471583,0.121410032846612,0.001585170954527746,0.04572901645157301,0.0006276938442165696,0.0003916448705510098
0.020955562591552734,1.4290838241577148,0.11502036512845991,1.0,manhattan,49,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 49, 'KNN__weights': 'distance'}",10,0.1153946295499332,1.0,0.11435957401828657,1.0,0.11517576842057578,1.0,0.11435559768569571,1.0,0.1158164285085454,1.0,0.00020015241845581234,0.06237940353872928,0.000578968437783105,0.0
0.028475236892700196,0.3116391658782959,0.13976738066599745,1.0,euclidean,1,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 1, 'KNN__weights': 'uniform'}",3,0.1374222279057103,1.0,0.14560040835386684,1.0,0.1251178772820428,1.0,0.13296838823352275,1.0,0.15774329598970413,1.0,0.0030809903047781654,0.004936373962809233,0.011164846176178094,0.0
0.027274894714355468,0.3187420845031738,0.13976738066599745,1.0,euclidean,1,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 1, 'KNN__weights': 'distance'}",3,0.1374222279057103,1.0,0.14560040835386684,1.0,0.1251178772820428,1.0,0.13296838823352275,1.0,0.15774329598970413,1.0,0.00040636082205849374,0.013077142936100516,0.011164846176178094,0.0
0.0296783447265625,0.5726714134216309,0.11309614168373024,0.18789777413610703,euclidean,4,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 4, 'KNN__weights': 'uniform'}",46,0.11484585134643224,0.18150171427625797,0.10910752079740531,0.18679983767313849,0.10990083146472977,0.19419133422406062,0.11932290804637187,0.1851851760491888,0.11230549121059065,0.19181080845788923,0.0029472080537631703,0.059929741883829046,0.003703241892466666,0.0045693319155598365
0.02977886199951172,0.5493752479553222,0.11707321759436709,1.0,euclidean,4,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 4, 'KNN__weights': 'distance'}",9,0.12252166859364924,1.0,0.11165809833566537,1.0,0.11180828715819481,1.0,0.12584415402790794,1.0,0.11353233339135473,1.0,0.0035391632688017917,0.022234750844822494,0.005936163265443891,0.0
0.028174686431884765,0.6969910144805909,0.1098509975330132,0.14656676140865188,euclidean,7,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 7, 'KNN__weights': 'uniform'}",68,0.11116664020980294,0.14106294435783834,0.10695039919984278,0.14902798702045159,0.10826641977545735,0.14765900463354065,0.11222688195181527,0.14626381208590875,0.1106460768943345,0.14882005894552014,0.0017193463312423938,0.033565151269543736,0.0019459217150496497,0.002922730127299721
0.03239173889160156,0.6664141654968262,0.11278125535080018,1.0,euclidean,7,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 7, 'KNN__weights': 'distance'}",53,0.1121566412312625,1.0,0.10842521374007993,1.0,0.1095286569180244,1.0,0.12092056556642222,1.0,0.11288055373853656,1.0,0.005297243223289233,0.01557762846400942,0.00438594557013042,0.0
0.03138294219970703,0.7445125102996826,0.1108231589724608,0.1351016680974727,euclidean,10,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 10, 'KNN__weights': 'uniform'}",67,0.1116231599454065,0.1326065225259332,0.10884453601373219,0.1379528618386268,0.11083461506422031,0.13761111395996706,0.11125206028754736,0.13329112361571563,0.11156193936250632,0.1340467185471209,0.0047411294513113695,0.007412914955582428,0.0010281652491807977,0.0022380065050740107
0.02887692451477051,0.7883232593536377,0.11128487827363179,1.0,euclidean,10,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 10, 'KNN__weights': 'distance'}",64,0.11260241569055442,1.0,0.10894338507343751,1.0,0.11184533830756134,1.0,0.11161608532108705,1.0,0.11141670728212144,1.0,0.001604277022360071,0.05553124435576714,0.001237915747045981,0.0
0.02998509407043457,0.8608351230621338,0.11101781562529904,0.13044736143726163,euclidean,13,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 13, 'KNN__weights': 'uniform'}",66,0.11152614000535502,0.13029643932380916,0.1089746275868838,0.13099236920337992,0.11162329082576428,0.1299516224162312,0.1110876288911815,0.12946726437715006,0.11187798752451703,0.13152911186573787,0.0031893897590109925,0.04333913666800208,0.0010530813573838373,0.0007343490128240516
0.030481338500976562,0.8553006649017334,0.11219748777575651,1.0,euclidean,13,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 13, 'KNN__weights': 'distance'}",59,0.11269019053122574,1.0,0.1102759405649052,1.0,0.11285934948629103,1.0,0.1132599725752574,1.0,0.1119020321068292,1.0,0.00633678660287804,0.021605051688019426,0.0010573388591690416,0.0
0.028876733779907227,0.9229990005493164,0.11179053813198168,0.12845516117329941,euclidean,16,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 16, 'KNN__weights': 'uniform'}",62,0.11170711680898776,0.12840698515825869,0.11068368856976753,0.12855748826182342,0.11232904482547736,0.12855948509350257,0.11216535696262324,0.1283859543479975,0.11206803560334987,0.12836589300491483,0.0031331931629498106,0.011834954496635469,0.0005898727395657709,8.536232465516484e-05
0.02917780876159668,0.9382038593292237,0.11260448426942234,1.0,euclidean,16,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 16, 'KNN__weights': 'distance'}",58,0.11262839097903313,1.0,0.11084309195376264,1.0,0.11360621607133417,1.0,0.11271062336442395,1.0,0.1132347782043885,1.0,0.0023385576412000043,0.04541293448536545,0.0009503237452833499,0.0
0.028174686431884765,0.9789052486419678,0.11209772389146931,0.12675836375280242,euclidean,19,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 19, 'KNN__weights': 'uniform'}",60,0.11083391847304959,0.12686044063129162,0.11126828089726457,0.1271527143541881,0.11323242504548989,0.1265162396145192,0.11232827975368628,0.12678933688961055,0.11282734054612428,0.12647308727440268,0.0012438591751976512,0.03093184610887962,0.0009120798469944769,0.00024774914272571516
0.03198432922363281,0.9920752048492432,0.11286044909113697,1.0,euclidean,19,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 19, 'KNN__weights': 'distance'}",50,0.11190362937627882,1.0,0.11145182601342424,1.0,0.11459230862156182,1.0,0.11302808488080685,1.0,0.1133275376408192,1.0,0.0034351825843181227,0.039185744527298144,0.0011087719842641697,0.0
0.030183076858520508,1.056043815612793,0.11283528900089929,0.12570925535450242,euclidean,22,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 22, 'KNN__weights': 'uniform'}",52,0.11131120372677374,0.12595531763609727,0.1139095638255302,0.12580034378572133,0.11265051303540284,0.12586579914879725,0.1130789557661944,0.1255723876291192,0.11322766080232924,0.12535242857277698,0.0034475474172621645,0.013796097343240355,0.0008632869533816897,0.00021881857081423257
0.0276735782623291,1.04433913230896,0.11300749782464466,1.0,euclidean,22,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 22, 'KNN__weights': 'distance'}",49,0.11225080598277046,1.0,0.11229506897098462,1.0,0.11315418620278302,1.0,0.11410460647544103,1.0,0.11323415963046204,1.0,0.0004914685110236314,0.05551706391644933,0.00068654485152875,0.0
0.030280637741088866,1.0830301761627197,0.11310905055744205,0.12467828481135963,euclidean,25,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 25, 'KNN__weights': 'uniform'}",45,0.11288770225071161,0.12496491131815113,0.11255885373017131,0.1252635450396461,0.11230020310010795,0.12453594946401289,0.11434940405154312,0.12429765426054794,0.11345030720187287,0.12432936397444008,0.0030177115444678456,0.04851557044390275,0.0007294382688468104,0.00037724501506622714
0.027272415161132813,1.0708205223083496,0.11360956824156596,1.0,euclidean,25,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 25, 'KNN__weights': 'distance'}",37,0.113362760198419,1.0,0.11216920730556373,1.0,0.11348996202254485,1.0,0.11487669584504995,1.0,0.11415066442467027,1.0,0.0002457100928772489,0.01318163205710193,0.0008997607613096171,0.0
0.029182863235473634,1.158799982070923,0.11284097765429342,0.1239345549339054,euclidean,28,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 28, 'KNN__weights': 'uniform'}",51,0.11288054844579341,0.12392159083632749,0.11254297945593333,0.12486112105688855,0.11280610357350487,0.12356889256304472,0.11298861730894148,0.12375295332180165,0.11298685007467985,0.1235682168914646,0.0027865467744159593,0.026025031482870414,0.00016410650385033417,0.00048157751700168274
0.03238630294799805,1.1285222053527832,0.11399039921809645,1.0,euclidean,28,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 28, 'KNN__weights': 'distance'}",29,0.11381724387868354,1.0,0.11395271316073598,1.0,0.11425741994911173,1.0,0.11368751808774975,1.0,0.11423726994809628,1.0,0.005234886692037286,0.005005955691052911,0.0002259815549338887,0.0
0.02847576141357422,1.1904889583587646,0.11327779014574922,0.12287294127559675,euclidean,31,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 31, 'KNN__weights': 'uniform'}",43,0.11412976511359263,0.12277153295161435,0.11355053342091553,0.12346948578582957,0.11340925049264988,0.12255535182177828,0.11309164312582141,0.12294242380615147,0.11220606499357107,0.1226259120126101,0.0018868190336093283,0.05506588360807703,0.0006325257304097507,0.00032645469543646346
0.02837533950805664,1.17958607673645,0.11375867041292344,1.0,euclidean,31,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 31, 'KNN__weights': 'distance'}",32,0.11458045482343879,1.0,0.11370255649429582,1.0,0.11417582127190498,1.0,0.1134798782422164,1.0,0.11285307623163184,1.0,0.001635381696749792,0.01951721396296856,0.0005916430840154964,0.0
0.029383754730224608,1.2546614170074464,0.11343129688684302,0.12240913695096803,euclidean,34,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 34, 'KNN__weights': 'uniform'}",42,0.11451852439088844,0.12186127338627498,0.1135847357811049,0.1233358025566681,0.11333346546165636,0.1219084782630399,0.11351771983624633,0.1227587568431363,0.11220020849147463,0.12218137370572081,0.0024788507539368525,0.06817089175664788,0.0007399949485685229,0.0005627846687657476
0.02847566604614258,1.2550037860870362,0.11405530695894187,1.0,euclidean,34,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 34, 'KNN__weights': 'distance'}",25,0.11506489388208116,1.0,0.11393817904520298,1.0,0.11397283441678557,1.0,0.11382589090140034,1.0,0.11347341204724043,1.0,0.001832195938362975,0.055165715919234797,0.0005350789121671704,0.0
0.02837510108947754,1.248800277709961,0.11352645004064466,0.12205266498092546,euclidean,37,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 37, 'KNN__weights': 'uniform'}",39,0.11470273014866325,0.12201459335325221,0.11384629323427485,0.12257245018080551,0.11311617099670057,0.12155249984523087,0.11370639908152937,0.12209002290074347,0.11225879240438129,0.12203375862459533,0.00087339053053642,0.02355603521968752,0.0008115988622777249,0.00032358749366909585
0.03358926773071289,1.295194387435913,0.11419838245876494,1.0,euclidean,37,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 37, 'KNN__weights': 'distance'}",23,0.11533785212198089,1.0,0.1146356655869895,1.0,0.11429296246800606,1.0,0.11416910887200325,1.0,0.11255397900198402,1.0,0.005352898938615106,0.04039683972346876,0.0009167756850397986,0.0
0.032886934280395505,1.3264996528625488,0.1136648318561657,0.12181420808759084,euclidean,40,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 40, 'KNN__weights': 'uniform'}",34,0.11571319093675209,0.1215424643393183,0.11333748593777133,0.1221071179868,0.1124629474431282,0.12173188687360309,0.11376070667855039,0.12210784877322682,0.11304804107561651,0.12158172246500609,0.005000080070417492,0.034645189708757476,0.0011081910355046623,0.0002476659334756141
0.0317842960357666,1.3298594951629639,0.11418563508469878,1.0,euclidean,40,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 40, 'KNN__weights': 'distance'}",24,0.11575075313144126,1.0,0.11370948379351742,1.0,0.11354383262739058,1.0,0.11417624665770353,1.0,0.11374647618047247,1.0,0.008687043895355915,0.03495426124944136,0.0008103216567929155,0.0
0.030388641357421874,1.3708223819732666,0.11402233035514968,0.12177401246786416,euclidean,43,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 43, 'KNN__weights': 'uniform'}",28,0.11509998338958226,0.1215885139056072,0.11375195361163332,0.12191336923371515,0.11346200744448723,0.12177404449510135,0.11416971312899375,0.12203065839126855,0.1136270413215896,0.12156347631362853,0.004818548830293156,0.041771624218522645,0.0005877497688442752,0.0001811201965844847
0.03168368339538574,1.3509294033050536,0.11450608190561565,1.0,euclidean,43,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 43, 'KNN__weights': 'distance'}",17,0.11599084916985662,1.0,0.11353935913988238,1.0,0.11406985435683706,1.0,0.11479255102194962,1.0,0.11413670813951775,1.0,0.007057258181950841,0.08941066548348159,0.0008425827704786594,0.0
0.02747373580932617,1.383211088180542,0.11403926761718629,0.12133041958311444,euclidean,46,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 46, 'KNN__weights': 'uniform'}",26,0.11440249684779573,0.12059930261730575,0.11310297703987253,0.12150809060740135,0.11364062606174545,0.12148597449541786,0.11461006541081922,0.12160031820643383,0.11444069838220741,0.12145841198901339,0.0004796478025097317,0.01281942944457391,0.0005752392173441122,0.0003686525909697868
